CARNET,NOMBRES,CODPROF,CODEPTO,GENERO,FECHA_INGRESO,TIPO_SOCIO,NRO_SOCIO,ESTADO_CIVIL,TELEFONO,EMAIL,ZONA_RESIDENCIA
5636919,Lorena Cabeza Heredia,1,7,F,2020-01-01,JUBILADO,SOC00189,VIUDO,+34709 56 77 02,tenorioani@example.org,VILLA
2427697,Atilio Benet Zabaleta,1,5,F,2001-08-27,JUBILADO,SOC00190,SOLTERO,+34 701 885 210,samanta11@example.net,VILLA
3433025,Urbano Camacho Patiño,5,2,M,2012-07-17,PASIVO,SOC00191,CASADO,+34975 843 552,arielruiz@example.net,VILLA
5675930,Flavia Lloret Pomares,6,4,M,2014-06-05,PASIVO,SOC00192,DIVORCIADO,+34917 092 944,puenteemigdio@example.org,SUR
5908695,Humberto Perales Ayala,4,7,M,2019-03-26,ACTIVO,SOC00193,SOLTERO,+34 927 99 60 78,ybarrera@example.com,RURAL
4521737,Josefina del Ferrero,7,2,F,2019-07-01,JUBILADO,SOC00194,CASADO,+34972 088 460,pratmontserrat@example.org,CENTRO
4016483,Josefina Carbajo Boix,5,2,M,2010-07-26,ACTIVO,SOC00195,CASADO,+34 847353640,josep75@example.com,CENTRO
4892938,Tania de Solana,1,5,F,2021-05-12,JUBILADO,SOC00196,DIVORCIADO,+34911 62 20 51,jsegura@example.com,VILLA
5575019,Reynaldo de Amores,5,5,M,2007-10-09,PASIVO,SOC00197,CASADO,+34 947 891 190,avilaroberto@example.org,SUR
2892781,Violeta Cañellas Jerez,8,4,F,2005-03-13,JUBILADO,SOC00198,CASADO,+34 980 24 78 07,hguerrero@example.net,VILLA
3573800,Balduino Ropero Conesa,2,5,F,2016-09-18,ACTIVO,SOC00199,CASADO,+34 924600360,adolfoaguirre@example.org,SUR
3712390,Virgilio Giralt Fabra,8,8,M,2013-02-07,JUBILADO,SOC00200,DIVORCIADO,+34872 90 38 44,wreina@example.org,SUR
2384350,Danilo Vilaplana Hernández,4,7,F,2007-07-07,JUBILADO,SOC00201,DIVORCIADO,+34827 256 496,voller@example.org,VILLA
4507636,Teodoro Pelayo Zorrilla,5,4,M,2018-08-07,PASIVO,SOC00202,SOLTERO,+34925 64 50 16,inocenciosalgado@example.net,VILLA
3344582,Cesar Calatayud Lorenzo,9,5,M,2007-02-06,ACTIVO,SOC00203,DIVORCIADO,+34943662033,arturo45@example.org,SUR
4432365,Fidela Perales Múgica,3,5,M,2013-12-24,JUBILADO,SOC00204,DIVORCIADO,+34 878 49 88 39,xginer@example.com,CENTRO
3778774,Gerónimo Armas Castellanos,1,7,M,2022-09-01,ACTIVO,SOC00205,VIUDO,+34920 31 80 22,ggallart@example.net,SUR
2426092,Crescencia Ruano,9,5,M,2000-01-17,ACTIVO,SOC00206,DIVORCIADO,+34971 313 401,hgil@example.com,SUR
3841169,Carlos Laguna Company,6,8,F,2005-06-12,ACTIVO,SOC00207,SOLTERO,+34880 98 96 40,ffont@example.org,VILLA
2014227,Estrella Paca Pintor Soriano,8,2,F,2010-06-22,PASIVO,SOC00208,DIVORCIADO,+34883 64 42 56,jose-miguel62@example.org,NORTE
5485279,María del Aguilera,4,6,M,2009-12-02,ACTIVO,SOC00209,CASADO,+34843 35 60 49,albinasanchez@example.com,RURAL
2792993,Aurora Almansa Ayuso,2,2,M,2016-03-10,PASIVO,SOC00210,SOLTERO,+34803 648 853,diegovicenta@example.net,SUR
5532798,Palmira Pareja Fajardo,6,5,M,2010-04-08,JUBILADO,SOC00211,VIUDO,+34843203640,luis-angel35@example.com,RURAL
3518489,Asunción Roselló-Verdejo,8,7,M,2012-06-28,PASIVO,SOC00212,VIUDO,+34921 22 98 64,roque73@example.com,VILLA
4434239,Edelmiro Gabaldón Parejo,5,4,F,2016-03-06,ACTIVO,SOC00213,VIUDO,+34949 483 206,rjulian@example.net,VILLA
4543791,Angelino Guitart Pérez,2,5,M,2020-11-04,ACTIVO,SOC00214,DIVORCIADO,+34 835 158 744,arnalileana@example.org,RURAL
5541676,Pilar Solano Portillo,5,6,M,2006-01-03,ACTIVO,SOC00215,SOLTERO,+34 941 579 958,julianasainz@example.com,CENTRO
3551138,María Pilar Carpio Bejarano,5,7,F,2017-10-19,PASIVO,SOC00216,SOLTERO,+34901411088,guillenainoa@example.com,SUR
2632469,Hector Pazos Calvet,4,5,F,2007-10-31,ACTIVO,SOC00217,CASADO,+34 813 657 438,teclatrujillo@example.com,CENTRO
3880086,Pía Perez-Alberdi,6,4,M,2022-08-29,ACTIVO,SOC00218,VIUDO,+34844 94 96 92,marta32@example.net,VILLA
2361663,Apolinar Soler,1,2,F,2020-12-26,JUBILADO,SOC00219,DIVORCIADO,+34 974 05 52 47,srocha@example.net,SUR
3229965,Ofelia Galán Guerra,6,5,M,2020-10-17,JUBILADO,SOC00220,SOLTERO,+34861343671,torrentesperanza@example.com,NORTE
2482023,Judith de Serna,3,8,M,2016-01-10,PASIVO,SOC00221,CASADO,+34 849856514,eugeniocobos@example.org,SUR
2329641,Eutropio Iñiguez Ibáñez,6,4,M,2000-04-12,PASIVO,SOC00222,CASADO,+34924 60 96 19,ximena92@example.org,CENTRO
5809507,Benita Casares Palomo,4,4,F,2000-04-01,PASIVO,SOC00223,VIUDO,+34 836 61 51 28,corderoruben@example.org,SUR
4936929,Victor Serrano Martí,9,5,F,2013-06-16,JUBILADO,SOC00224,SOLTERO,+34 827 63 13 73,visitacion08@example.net,VILLA
4994234,Calisto Corbacho Escribano,8,1,F,2009-12-26,PASIVO,SOC00225,CASADO,+34973 64 73 03,antonioros@example.org,SUR
2166464,Asunción Mireia Carrera Barceló,3,5,F,2011-02-19,PASIVO,SOC00226,CASADO,+34 981 43 62 85,opatino@example.net,SUR
4940560,Leandro de Beltrán,4,1,M,2014-05-22,JUBILADO,SOC00227,SOLTERO,+34947 47 54 73,juan-franciscobaquero@example.org,RURAL
3833793,Teodoro de Alemán,6,4,M,2010-09-06,PASIVO,SOC00228,DIVORCIADO,+34 977 49 16 43,patricio67@example.net,CENTRO
3985895,Alex Boix Girona,4,4,M,2020-12-27,JUBILADO,SOC00229,DIVORCIADO,+34979 03 43 50,sierrabuenaventura@example.org,CENTRO
4339641,Xiomara Royo-Lasa,3,5,M,2003-06-03,ACTIVO,SOC00230,SOLTERO,+34707846283,nereida49@example.com,SUR
5860524,Geraldo Santos Hoyos,1,5,F,2006-11-14,PASIVO,SOC00231,DIVORCIADO,+34729 602 467,aarrieta@example.com,SUR
5426737,Gerónimo Angulo Cañas,6,2,M,2005-06-21,ACTIVO,SOC00232,SOLTERO,+34 980 447 765,trevilla@example.com,CENTRO
2339151,Merche Armas Mateo,8,2,M,2017-02-14,ACTIVO,SOC00233,CASADO,+34 873231388,gbarrios@example.org,VILLA
4849091,Carmelo Figuerola,2,8,M,2000-08-15,PASIVO,SOC00234,CASADO,+34 842 599 247,pbaena@example.org,CENTRO
5161363,Josefa Real Verdugo,7,9,F,2014-05-15,ACTIVO,SOC00235,VIUDO,+34800 656 201,ocarranza@example.com,SUR
4823800,Nilo Calderon-Cortina,3,9,F,2005-02-12,PASIVO,SOC00236,CASADO,+34828 16 80 50,falcoasuncion@example.org,VILLA
2538972,Edgardo Herberto Coronado Aguilar,5,8,M,2011-07-09,JUBILADO,SOC00237,VIUDO,+34978 50 14 76,felicia03@example.net,SUR
3712053,Curro Pons Prada,2,8,F,2006-04-03,ACTIVO,SOC00238,DIVORCIADO,+34828 456 799,adoraciongarcia@example.org,CENTRO
3340683,Oriana del Verdú,2,4,M,2005-07-03,JUBILADO,SOC00239,VIUDO,+34 834 05 63 77,gcadenas@example.org,NORTE
2574492,Rebeca Jacinta Escudero Alberdi,2,4,F,2007-02-04,PASIVO,SOC00240,CASADO,+34880 62 17 93,jtejera@example.org,VILLA
3169950,Javi Arnau,3,6,M,2003-05-12,ACTIVO,SOC00241,DIVORCIADO,+34875 95 22 96,efiguerola@example.com,CENTRO
3461539,Ani Ribas Lamas,3,7,M,2004-09-03,ACTIVO,SOC00242,VIUDO,+34806 447 912,wvillalonga@example.net,CENTRO
3462833,Susanita Escalona Cobos,7,5,M,2003-02-26,JUBILADO,SOC00243,SOLTERO,+34 878 66 43 49,dario59@example.com,SUR
2473393,Serafina Fajardo Aguado,5,4,F,2010-03-02,ACTIVO,SOC00244,VIUDO,+34 634 66 43 63,ruthquintanilla@example.org,RURAL
3416402,Lorena Miguel-Reguera,7,9,M,2006-09-26,ACTIVO,SOC00245,SOLTERO,+34 979 503 936,menendezamando@example.net,NORTE
2372504,Jose Carlos Salazar Murcia,3,2,M,2017-09-30,PASIVO,SOC00246,DIVORCIADO,+34 872 768 088,chaparroyessica@example.com,CENTRO
4585310,Fortunata Ramos Chaparro,8,7,M,2010-01-26,ACTIVO,SOC00247,VIUDO,+34 879 05 57 37,tcerro@example.com,NORTE
5399708,Paco García Pineda,5,4,F,2000-03-22,ACTIVO,SOC00248,VIUDO,+34 923179742,glauco69@example.net,SUR
4074117,Juanita Mir,6,5,F,2003-09-24,JUBILADO,SOC00249,CASADO,+34 948 47 92 87,amor47@example.net,RURAL
5108278,Ulises Amorós Bonet,6,5,M,2018-09-05,JUBILADO,SOC00250,VIUDO,+34 854 506 069,amorllobet@example.net,RURAL
4579200,Cirino Puga Riera,3,1,M,2006-02-13,JUBILADO,SOC00251,DIVORCIADO,+34844 526 273,mborrell@example.com,SUR
2984474,Aurelia Clara Tomas Real,8,2,F,2019-07-31,ACTIVO,SOC00252,VIUDO,+34822 575 776,alberdivictor@example.com,NORTE
3876180,Amaya Gil Malo,6,7,F,2010-08-19,ACTIVO,SOC00253,SOLTERO,+34928 308 309,wibanez@example.net,RURAL
4790140,Gertrudis Casals Agustí,1,4,M,2012-04-21,PASIVO,SOC00254,DIVORCIADO,+34868774725,quique70@example.com,NORTE
4013425,Che Donaire Priego,7,2,M,2001-01-25,PASIVO,SOC00255,CASADO,+34 878 46 67 84,duiliocampo@example.org,CENTRO
2339265,Candelas Llopis Elías,9,6,F,2019-03-01,JUBILADO,SOC00256,SOLTERO,+34847211245,dropero@example.net,RURAL
4979202,Vilma Fabregat Millán,6,4,F,2019-10-26,PASIVO,SOC00257,DIVORCIADO,+34 921 073 220,pinolbaudelio@example.org,CENTRO
2968999,Soledad Lorena Castillo Goicoechea,8,1,M,2000-08-29,JUBILADO,SOC00258,CASADO,+34 902 23 19 12,lunalumbreras@example.net,CENTRO
5017838,Jose Luis Pareja Patiño,9,4,F,2000-02-20,JUBILADO,SOC00259,CASADO,+34878 27 93 62,uaguirre@example.net,NORTE
5635405,Florentino Ayuso Jordán,4,4,F,2004-10-31,PASIVO,SOC00260,VIUDO,+34 879 58 58 25,gemablanes@example.org,CENTRO
4710569,Julián Cruz Madrigal,3,7,M,2016-05-04,ACTIVO,SOC00261,DIVORCIADO,+34 986 43 33 67,mpi@example.org,VILLA
2905080,Rufina Almazán-Granados,3,2,F,2009-12-21,ACTIVO,SOC00262,CASADO,+34820 450 217,zandres@example.org,VILLA
3455781,Julio Sanmartín Carreras,6,2,F,2013-01-02,JUBILADO,SOC00263,CASADO,+34 866781750,victor46@example.net,CENTRO
4554711,Estela Robles Viña,1,1,M,2013-11-27,PASIVO,SOC00264,CASADO,+34 975 74 61 74,efrainrocamora@example.org,CENTRO
5343224,Eustaquio Basilio Carrasco Palacio,8,5,M,2011-11-26,JUBILADO,SOC00265,CASADO,+34981 021 012,velezangelino@example.com,VILLA
4460826,Galo Barrera Escrivá,5,5,M,2015-03-14,PASIVO,SOC00266,CASADO,+34928 598 951,blanchhilario@example.org,CENTRO
2671635,Palmira Antúnez Berenguer,9,4,F,2006-07-01,ACTIVO,SOC00267,VIUDO,+34901 199 923,epifaniocalderon@example.org,SUR
3079346,Jesusa Esther Ariño Pont,6,3,M,2000-11-11,ACTIVO,SOC00268,CASADO,+34 827036912,gutierrezadolfo@example.org,CENTRO
5062602,Baudelio Isern Mayol,9,2,F,2000-07-03,ACTIVO,SOC00269,DIVORCIADO,+34973397870,pbarrena@example.org,VILLA
5554505,Patricio Madrigal Mancebo,9,9,M,2012-08-07,ACTIVO,SOC00270,CASADO,+34738 704 066,marcelino82@example.org,RURAL
3423424,Nazario Cano-Bartolomé,1,4,M,2007-03-05,JUBILADO,SOC00271,VIUDO,+34883 13 57 80,osvaldobejarano@example.org,CENTRO
2933800,Espiridión Larrea Bayona,7,3,M,2004-07-07,JUBILADO,SOC00272,DIVORCIADO,+34847671310,barrosoemiliano@example.org,CENTRO
3963192,Galo Bonet,3,4,M,2009-11-29,ACTIVO,SOC00273,CASADO,+34 973932874,edu60@example.net,VILLA
4540258,Esperanza Miralles-Quevedo,8,4,M,2017-07-08,ACTIVO,SOC00274,SOLTERO,+34 976 948 521,noamarti@example.org,RURAL
5651458,Jenny Garrido Carlos,7,2,F,2012-05-30,ACTIVO,SOC00275,DIVORCIADO,+34 900332064,xcasanova@example.org,NORTE
3479597,Isabel Roman-Galiano,4,1,M,2013-09-02,JUBILADO,SOC00276,CASADO,+34 944 20 26 93,lcabezas@example.org,CENTRO
2478041,Maricruz Bonet Varela,1,2,F,2018-03-10,ACTIVO,SOC00277,SOLTERO,+34971 71 99 46,rbarrera@example.com,CENTRO
4077440,Luisina Torrens Herrero,7,7,M,2021-09-07,ACTIVO,SOC00278,VIUDO,+34976 69 08 84,xgargallo@example.net,SUR
3101306,Gabriela Carretero Gonzalez,8,5,F,2017-03-01,JUBILADO,SOC00279,VIUDO,+34 987 34 68 61,nilo88@example.com,VILLA
5291037,Carina del Ferrández,9,7,F,2017-10-26,JUBILADO,SOC00280,SOLTERO,+34 880747309,salmeronmagdalena@example.net,VILLA
2162083,Marco Melero,1,2,M,2022-01-08,PASIVO,SOC00281,CASADO,+34846 261 562,benjaminvelasco@example.org,VILLA
5423127,Cloe Escribano Granados,2,2,M,2019-01-29,ACTIVO,SOC00282,SOLTERO,+34967 722 979,barcenaveronica@example.org,VILLA
3822367,Susanita Pellicer Román,1,7,F,2003-06-09,ACTIVO,SOC00283,DIVORCIADO,+34 828 903 698,valverdegalo@example.org,RURAL
3667173,Ismael Villanueva Saura,3,5,M,2013-01-01,ACTIVO,SOC00284,CASADO,+34 983 12 51 46,joaquinacalderon@example.com,SUR
4169976,Sarita Figuerola Iborra,5,7,M,2020-06-10,ACTIVO,SOC00285,VIUDO,+34848 77 38 58,vguerra@example.net,CENTRO
3847543,Corona del León,8,2,F,2001-02-09,JUBILADO,SOC00286,DIVORCIADO,+34 740533221,ypeiro@example.net,CENTRO
2151923,David Navas,6,2,F,2002-09-13,JUBILADO,SOC00287,SOLTERO,+34884 99 75 18,climacovalderrama@example.net,VILLA
4528694,Toni Esparza Delgado,1,5,M,2010-03-03,JUBILADO,SOC00288,DIVORCIADO,+34942 299 041,riberasilvio@example.com,SUR
2715932,Candelario España Bonet,9,3,F,2020-12-17,JUBILADO,SOC00289,SOLTERO,+34 827998702,egeaangelino@example.com,RURAL
3817731,Esperanza Jordá Serrano,7,5,F,2009-09-21,PASIVO,SOC00290,DIVORCIADO,+34 887948658,alfonsomarin@example.net,CENTRO
4414290,Reynaldo Palomar-Huerta,8,2,F,2013-08-16,JUBILADO,SOC00291,DIVORCIADO,+34 945011431,emperatriz14@example.net,VILLA
2838282,Ambrosio Porras Balaguer,8,8,F,2002-10-28,JUBILADO,SOC00292,DIVORCIADO,+34 988 646 226,rubiomelania@example.com,VILLA
4867560,Lucio del Bravo,5,2,F,2013-05-25,ACTIVO,SOC00293,CASADO,+34888095830,aureavalenzuela@example.org,SUR
5790954,Omar de Cárdenas,8,3,F,2020-08-28,PASIVO,SOC00294,SOLTERO,+34843137280,fvargas@example.org,VILLA
4819087,Cosme Arteaga Crespo,5,4,F,2008-12-19,JUBILADO,SOC00295,VIUDO,+34 876 06 31 82,pvilanova@example.net,RURAL
3721759,Tecla Checa Pujol,3,9,F,2005-12-11,JUBILADO,SOC00296,CASADO,+34 953 92 74 44,pazsosimo@example.com,RURAL
3092733,Jordana Guardia Silva,1,5,F,2007-09-25,JUBILADO,SOC00297,CASADO,+34 981 729 914,kuria@example.org,VILLA
3434736,Nieves Casado-Pinedo,8,4,M,2006-10-09,ACTIVO,SOC00298,CASADO,+34 977044327,wrodrigo@example.com,VILLA
5055673,Cosme Coll Galán,9,5,M,2005-03-03,ACTIVO,SOC00299,CASADO,+34 827526863,pontpaca@example.org,RURAL
2753905,Samuel Sanchez Caballero,1,9,F,2019-07-05,PASIVO,SOC00300,CASADO,+34800 074 084,sancho67@example.net,CENTRO
3740602,Leandro Marco Rivas,1,7,F,2005-05-04,ACTIVO,SOC00301,VIUDO,+34 986 63 14 20,gescriva@example.com,SUR
3616114,Iker Marin Manuel,3,5,M,2008-05-21,ACTIVO,SOC00302,CASADO,+34848954941,kgil@example.net,CENTRO
4876700,Jenny de Nadal,8,7,M,2000-10-30,PASIVO,SOC00303,CASADO,+34985 83 91 42,bcepeda@example.net,SUR
5903758,Lucio de Miralles,5,2,F,2010-10-22,ACTIVO,SOC00304,CASADO,+34 901 245 068,candelaria26@example.org,VILLA
4512827,Cornelio Correa Pujol,2,5,F,2019-02-02,JUBILADO,SOC00305,DIVORCIADO,+34875778154,nvicens@example.org,RURAL
2758647,Prudencio de Tejera,3,2,M,2013-03-02,JUBILADO,SOC00306,SOLTERO,+34 843 90 63 76,noriegaamarilis@example.net,CENTRO
4683065,Isabela Castelló Huguet,9,2,M,2018-06-18,JUBILADO,SOC00307,CASADO,+34822 658 826,sedanojimena@example.net,SUR
4928093,Moisés Victoriano Medina Almagro,6,5,F,2018-12-15,JUBILADO,SOC00308,DIVORCIADO,+34880034641,rhoyos@example.org,NORTE
3721121,Asunción Alondra Peinado Oller,3,7,F,2001-06-12,JUBILADO,SOC00309,SOLTERO,+34881 991 365,illoret@example.net,SUR
2874325,Balduino Rico-Garriga,7,2,M,2000-01-08,PASIVO,SOC00310,SOLTERO,+34 823913218,qpalomino@example.com,NORTE
3119042,Aura Alba,2,9,M,2018-11-05,PASIVO,SOC00311,SOLTERO,+34 988 95 95 32,tristaniniguez@example.com,CENTRO
5307781,Teodora Palau Cabezas,3,2,M,2008-03-16,JUBILADO,SOC00312,VIUDO,+34883978824,hcalatayud@example.net,VILLA
2249723,Hugo Ramis,3,8,M,2011-12-07,PASIVO,SOC00313,SOLTERO,+34924532027,guiomar05@example.com,SUR
5690317,Manolo Cifuentes,5,5,M,2007-08-21,JUBILADO,SOC00314,VIUDO,+34803 910 257,amorvizcaino@example.org,CENTRO
5460528,Jordana Céspedes Adadia,7,9,M,2014-01-01,ACTIVO,SOC00315,SOLTERO,+34976627280,uvidal@example.net,RURAL
2881266,Wálter Nicolás Miranda Nebot,5,7,F,2012-11-28,JUBILADO,SOC00316,SOLTERO,+34871 364 255,nvila@example.net,CENTRO
3216348,Josefina Bayón Ledesma,3,2,F,2011-03-09,JUBILADO,SOC00317,CASADO,+34 847 14 91 74,seve48@example.net,RURAL
3396604,Valero Yuste-Gallardo,9,9,M,2007-12-04,JUBILADO,SOC00318,CASADO,+34962 13 37 73,demetrio79@example.com,SUR
4273855,Alfonso Santiago Sevilla,2,2,F,2003-07-10,JUBILADO,SOC00319,SOLTERO,+34 880 02 21 83,wdiez@example.org,SUR
5026287,Santos Vergara Soler,5,5,F,2015-09-15,PASIVO,SOC00320,DIVORCIADO,+34945603683,sauravasco@example.net,CENTRO
5457496,Elisa Berenguer Losada,1,3,F,2022-09-10,ACTIVO,SOC00321,DIVORCIADO,+34 887 514 043,olgaalfonso@example.net,RURAL
5315000,Carina Tomas-Zamora,4,9,F,2001-08-22,PASIVO,SOC00322,DIVORCIADO,+34 973 103 635,msosa@example.net,CENTRO
4841975,Odalys Mata-Palma,4,7,M,2021-07-19,ACTIVO,SOC00323,DIVORCIADO,+34 858 67 48 69,qvalverde@example.org,NORTE
3807749,Jimena Rubio Ferrández,9,2,F,2010-09-04,PASIVO,SOC00324,SOLTERO,+34 827 68 63 89,javi23@example.net,CENTRO
3079612,Manu de Soler,8,4,M,2016-04-12,JUBILADO,SOC00325,CASADO,+34978040519,juan-antoniosalinas@example.net,RURAL
2623012,Sandalio Leiva Gordillo,1,5,M,2020-05-18,ACTIVO,SOC00326,SOLTERO,+34982841037,vsegarra@example.org,NORTE
5882713,Julio César Blanch Teruel,8,7,M,2001-07-15,JUBILADO,SOC00327,VIUDO,+34 983 314 812,gamezolegario@example.com,VILLA
5649581,Tania del Iriarte,4,1,M,2002-01-09,PASIVO,SOC00328,DIVORCIADO,+34 822 442 802,dianagascon@example.org,NORTE
4507774,Paola Zapata Páez,2,5,M,2021-10-29,PASIVO,SOC00329,SOLTERO,+34 980 405 535,medinacustodio@example.com,SUR
2649290,Águeda Lerma Mascaró,5,2,M,2021-01-05,JUBILADO,SOC00330,CASADO,+34 884368434,espiridionacosta@example.org,NORTE
2316795,Jafet Eugenio Cabezas Galán,6,4,F,2003-10-21,JUBILADO,SOC00331,DIVORCIADO,+34873841479,jose-marinieto@example.org,VILLA
4727444,Godofredo Cárdenas Giralt,3,5,M,2008-08-02,JUBILADO,SOC00332,SOLTERO,+34 879 18 73 35,artemio47@example.org,NORTE
4970636,Ciriaco del Galiano,5,3,M,2019-09-24,PASIVO,SOC00333,DIVORCIADO,+34728397423,cabrerojesusa@example.org,VILLA
3945315,Ariadna Llorens Acedo,2,2,M,2018-12-12,JUBILADO,SOC00334,CASADO,+34941 051 710,alegriaquique@example.net,VILLA
2120810,Héctor Soto-Salinas,3,3,M,2009-09-13,PASIVO,SOC00335,CASADO,+34879 43 05 97,donairetoribio@example.org,RURAL
2200784,Leoncio Gálvez Roselló,6,5,F,2001-12-14,ACTIVO,SOC00336,CASADO,+34 987 732 688,carpioteodora@example.net,NORTE
5323808,Débora Castejón Figueras,4,4,F,2018-01-15,PASIVO,SOC00337,CASADO,+34 984920139,fsaez@example.com,SUR
3692625,Olimpia Mateos Verdú,7,4,M,2009-01-22,JUBILADO,SOC00338,CASADO,+34939 78 11 08,carpioamor@example.net,SUR
3859194,Celestina Coloma-Acosta,2,5,F,2007-05-12,ACTIVO,SOC00339,VIUDO,+34916 67 56 01,tomasa82@example.com,CENTRO
4333110,Jennifer Figuerola Barón,5,2,M,2007-07-29,PASIVO,SOC00340,DIVORCIADO,+34 948859468,florgaston@example.org,VILLA
5808808,Fabiola Naranjo Escolano,5,5,F,2002-02-16,PASIVO,SOC00341,DIVORCIADO,+34826 340 232,jlumbreras@example.net,CENTRO
4399821,Ezequiel Valcárcel Murcia,3,9,F,2002-06-15,PASIVO,SOC00342,CASADO,+34 849 535 317,dnavarrete@example.org,RURAL
3981182,Marcelino de Bárcena,7,5,F,2006-01-13,PASIVO,SOC00343,DIVORCIADO,+34963 91 01 00,canovasmaria-manuela@example.com,CENTRO
4128228,Gerardo Barroso Baeza,2,4,F,2005-08-20,JUBILADO,SOC00344,SOLTERO,+34922 504 748,saguilar@example.org,RURAL
3526653,Wilfredo Casares Cepeda,1,4,F,2004-03-16,JUBILADO,SOC00345,VIUDO,+34 823 418 123,auroraarroyo@example.net,CENTRO
4933315,Marisela Cadenas Ramis,2,2,M,2020-11-29,ACTIVO,SOC00346,CASADO,+34 975036838,alexpedro@example.org,VILLA
3038382,Isidora Soler Badía,5,4,F,2013-01-10,PASIVO,SOC00347,CASADO,+34 947 75 33 30,herediayaiza@example.com,NORTE
2833266,Elodia Andrés,3,2,F,2014-01-17,PASIVO,SOC00348,CASADO,+34976 29 32 34,vmorillo@example.net,NORTE
3357670,Rufina Gómez Reyes,3,9,M,2016-07-03,PASIVO,SOC00349,VIUDO,+34981 69 72 13,gertrudistorrent@example.net,CENTRO
5588096,Rafael Bou Piñol,7,3,F,2005-10-19,JUBILADO,SOC00350,DIVORCIADO,+34821 60 87 64,leandrapera@example.com,CENTRO
3727172,Amanda Garmendia Moliner,8,5,F,2019-03-31,ACTIVO,SOC00351,VIUDO,+34 828 37 51 30,palmira11@example.org,SUR
4233127,Celestina Ibañez Sacristán,9,5,F,2007-11-05,JUBILADO,SOC00352,VIUDO,+34 927923197,msevilla@example.net,CENTRO
2243787,Silvio Hector Padilla Lledó,8,2,M,2018-01-24,ACTIVO,SOC00353,SOLTERO,+34807412715,saezrafa@example.net,NORTE
3035809,Hernando Linares-Cañellas,5,1,F,2009-04-24,ACTIVO,SOC00354,DIVORCIADO,+34 826 367 469,calmansa@example.net,CENTRO
4168403,Carmelita Mateos Cerro,8,4,M,2000-11-14,JUBILADO,SOC00355,DIVORCIADO,+34879 69 65 10,tiburcio65@example.net,NORTE
5800402,Diana Acosta,3,2,M,2013-07-14,ACTIVO,SOC00356,DIVORCIADO,+34875178391,zacariassanchez@example.net,VILLA
3722355,Socorro Sanmiguel Herranz,7,2,M,2003-01-20,PASIVO,SOC00357,VIUDO,+34 842 822 562,deliablazquez@example.net,VILLA
3350811,Aitor Oliver,3,2,M,2002-09-25,PASIVO,SOC00358,CASADO,+34978048031,cmunoz@example.net,NORTE
3855323,Zacarías del Izaguirre,1,2,M,2002-04-13,ACTIVO,SOC00359,VIUDO,+34972 12 86 74,sanmigueleutimio@example.com,NORTE
3056154,Ámbar Rojas-Gomila,1,5,M,2006-01-10,PASIVO,SOC00360,SOLTERO,+34 847 472 409,vegalaura@example.com,CENTRO
5385173,Dulce de Valbuena,7,2,F,2021-06-05,PASIVO,SOC00361,SOLTERO,+34880960523,joseplasa@example.org,NORTE
2948181,Agapito Fabregat Tirado,5,4,M,2011-07-30,PASIVO,SOC00362,SOLTERO,+34925 81 36 75,edmundovendrell@example.com,NORTE
3784517,Rafael Múgica Farré,4,4,M,2020-09-22,JUBILADO,SOC00363,CASADO,+34975 85 29 70,abellaangel@example.com,NORTE
3506046,Isaías Diaz Puerta,1,5,M,2013-11-30,JUBILADO,SOC00364,SOLTERO,+34 948 917 114,nacio10@example.org,NORTE
3718428,Leandra Piquer,3,6,F,2006-12-07,JUBILADO,SOC00365,DIVORCIADO,+34 986 65 56 04,nunezsantos@example.net,CENTRO
2602335,Susanita del Verdejo,8,8,M,2005-07-12,JUBILADO,SOC00366,CASADO,+34725 628 430,ofelia47@example.org,NORTE
2855282,Jose Miguel de Paredes,6,7,M,2015-06-26,JUBILADO,SOC00367,DIVORCIADO,+34875 391 963,vferrero@example.com,SUR
4115236,Sigfrido Llano,7,4,F,2020-05-01,ACTIVO,SOC00368,CASADO,+34833 394 863,carlotamoles@example.net,NORTE
4038279,Calisto de Ribes,3,8,F,2002-11-04,PASIVO,SOC00369,CASADO,+34803 181 039,lermaadalberto@example.com,VILLA
5811122,Quirino Marco-Barón,6,3,F,2001-03-22,PASIVO,SOC00370,DIVORCIADO,+34825 34 06 82,ehervas@example.org,NORTE
4135070,Flor Ricart Belmonte,4,2,M,2003-09-20,PASIVO,SOC00371,SOLTERO,+34869932293,psala@example.org,NORTE
3845115,Ámbar Osorio,3,3,M,2022-08-13,JUBILADO,SOC00372,DIVORCIADO,+34 974696517,parejabeatriz@example.com,CENTRO
5781539,Angelino Jiménez Quero,2,5,F,2004-07-30,JUBILADO,SOC00373,DIVORCIADO,+34949 227 994,carballoflora@example.org,VILLA
3807466,Liliana Barbero Bellido,9,5,M,2000-06-20,ACTIVO,SOC00374,DIVORCIADO,+34 971 229 201,zaida07@example.org,SUR
2867369,Leopoldo Baquero Prado,4,5,M,2019-03-25,ACTIVO,SOC00375,DIVORCIADO,+34866 09 33 10,haydee31@example.com,SUR
4417247,Epifanio Bermejo,5,5,F,2013-12-19,ACTIVO,SOC00376,DIVORCIADO,+34 925 991 403,martorellleocadio@example.com,NORTE
4911933,Olalla Castellanos Alcántara,4,9,F,2016-08-09,ACTIVO,SOC00377,VIUDO,+34935 40 37 75,maria-del-carmen10@example.org,CENTRO
