CUENTA,CARNET,FAPERTURA,TIPO_CUENTA,ESTADO_CUENTA,SALDO_ACTUAL,PLAZO_MESES,TASA_INTERES,FECHA_CIERRE
3-103-17042-8,3721121,2008-12-28,AHORRO,ACTIVA,99214.72,6,0.042,
6-105-36708-7,2874325,2014-08-01,AHORRO,INACTIVA,97695.84,36,0.118,
7-108-18455-9,3119042,2016-11-21,APORTE,INACTIVA,32469.07,6,0.02,
5-106-33740-7,5307781,2004-09-20,APORTE,CERRADA,27158.13,6,0.064,
3-105-39551-6,2249723,2006-06-06,APORTE,CERRADA,70411.03,0,0.092,
9-109-86425-1,5690317,2008-10-24,APORTE,CERRADA,45300.62,24,0.044,
3-106-93779-6,5460528,2010-01-10,APORTE,CERRADA,73304.65,36,0.067,
8-101-12417-8,2881266,2001-08-02,AHORRO,CERRADA,25093.06,6,0.108,
1-109-17473-7,3216348,2015-05-21,CRÉDITO,INACTIVA,31382.48,12,0.08,
2-102-22505-3,3396604,2021-01-09,APORTE,INACTIVA,1764.4,24,0.069,
6-103-43490-4,4273855,2000-02-19,AHORRO,ACTIVA,77066.13,6,0.068,
4-103-67981-1,5026287,2019-09-09,APORTE,CERRADA,14172.19,24,0.052,
1-101-76436-4,5457496,2010-07-05,APORTE,CERRADA,73048.8,36,0.027,
8-105-82438-3,5315000,2012-12-01,AHORRO,ACTIVA,56719.47,0,0.079,
3-107-72754-4,4841975,2010-07-24,CRÉDITO,ACTIVA,2611.99,6,0.037,
2-106-24276-8,3807749,2022-10-31,APORTE,ACTIVA,78656.61,12,0.089,
2-105-96645-2,3079612,2010-04-11,AHORRO,ACTIVA,28925.32,24,0.022,
3-107-86599-9,2623012,2005-07-08,AHORRO,CERRADA,7667.0,24,0.112,
4-108-28336-4,5882713,2017-10-05,APORTE,INACTIVA,10306.88,0,0.023,
4-103-31504-2,5649581,2022-02-11,APORTE,INACTIVA,71031.83,36,0.05,
5-109-50164-2,4507774,2006-03-18,AHORRO,CERRADA,86651.79,12,0.046,
4-103-10543-5,2649290,2003-02-10,APORTE,ACTIVA,37720.47,12,0.108,
6-105-25139-4,2316795,2016-02-07,APORTE,ACTIVA,46720.98,6,0.077,
9-104-11849-2,4727444,2001-11-12,AHORRO,CERRADA,35997.77,24,0.057,
5-101-97880-9,4970636,2007-09-17,APORTE,ACTIVA,31868.6,24,0.112,
9-106-42143-6,3945315,2009-04-04,CRÉDITO,ACTIVA,88307.3,6,0.038,
6-107-91029-4,2120810,2004-11-25,AHORRO,INACTIVA,6757.57,0,0.061,
9-106-73635-1,2200784,2021-08-10,APORTE,CERRADA,1106.07,0,0.089,
2-100-24150-2,5323808,2004-06-15,AHORRO,ACTIVA,22654.32,36,0.023,
8-106-35813-9,3692625,2016-11-07,APORTE,INACTIVA,63160.18,24,0.01,
9-100-82012-4,3859194,2010-04-20,APORTE,ACTIVA,66832.7,36,0.077,
6-102-26943-3,4333110,2016-02-22,CRÉDITO,CERRADA,86978.39,24,0.05,
5-104-18253-8,5808808,2007-09-18,APORTE,ACTIVA,38604.34,36,0.021,
1-101-45977-9,4399821,2021-11-15,APORTE,ACTIVA,63557.84,0,0.045,
2-104-63869-8,3981182,2017-10-24,CRÉDITO,CERRADA,67531.09,24,0.039,
6-101-26557-8,4128228,2006-03-05,CRÉDITO,CERRADA,97206.76,12,0.041,
3-109-80399-5,3526653,2016-05-05,AHORRO,CERRADA,78755.88,24,0.014,
9-108-52628-8,4933315,2017-06-03,AHORRO,ACTIVA,70835.87,36,0.102,
5-102-36011-4,3038382,2014-10-19,AHORRO,CERRADA,37700.59,36,0.115,
8-105-19430-2,2833266,2022-05-09,CRÉDITO,INACTIVA,53876.77,24,0.015,
8-103-68392-7,3357670,2012-09-01,AHORRO,INACTIVA,73240.57,0,0.037,
4-106-50563-6,5588096,2008-07-08,CRÉDITO,ACTIVA,8652.72,12,0.046,
9-108-46843-9,3727172,2009-07-19,AHORRO,CERRADA,87723.63,12,0.037,
9-100-79166-2,4233127,2023-02-26,CRÉDITO,INACTIVA,76390.77,36,0.087,
8-102-28192-8,2243787,2002-12-31,APORTE,CERRADA,23004.85,24,0.097,
7-102-97966-8,3035809,2014-05-06,CRÉDITO,INACTIVA,64889.83,24,0.05,
2-104-28361-4,4168403,2003-08-05,AHORRO,INACTIVA,75267.37,0,0.056,
2-101-90253-5,5800402,2020-03-07,AHORRO,ACTIVA,18237.29,12,0.034,
6-102-51402-7,3722355,2006-04-25,APORTE,CERRADA,27845.2,12,0.053,
5-101-42371-1,3350811,2004-06-23,AHORRO,INACTIVA,96881.15,6,0.044,
9-106-58621-7,3855323,2013-03-18,CRÉDITO,ACTIVA,89622.5,36,0.067,
1-104-39280-5,3056154,2002-05-03,APORTE,ACTIVA,71162.25,24,0.073,
8-108-38222-8,5385173,2006-05-06,AHORRO,INACTIVA,18291.9,36,0.085,
2-103-38558-3,2948181,2008-02-24,CRÉDITO,INACTIVA,89235.9,6,0.117,
9-104-27227-6,3784517,2009-10-13,AHORRO,INACTIVA,26397.15,12,0.062,
3-104-20606-7,3506046,2013-04-18,APORTE,ACTIVA,71795.3,0,0.117,
6-103-64789-8,3718428,2019-05-24,APORTE,INACTIVA,13178.83,6,0.105,
3-100-48005-9,2602335,2004-03-09,CRÉDITO,INACTIVA,11471.75,36,0.119,
1-103-67417-7,2855282,2017-03-11,APORTE,INACTIVA,90295.74,12,0.107,
3-104-50922-5,4115236,2009-05-15,AHORRO,CERRADA,63799.07,24,0.089,
1-103-67949-4,4038279,2005-09-12,CRÉDITO,ACTIVA,17526.21,24,0.07,
1-100-57746-5,5811122,2000-07-17,APORTE,CERRADA,68096.01,36,0.058,
3-106-97415-2,4135070,2002-12-07,AHORRO,ACTIVA,18795.35,6,0.043,
4-107-32064-1,3845115,2013-05-11,AHORRO,ACTIVA,82730.33,6,0.037,
9-102-26112-3,5781539,2022-05-10,CRÉDITO,INACTIVA,17807.18,6,0.105,
3-108-81809-9,3807466,2016-09-16,AHORRO,INACTIVA,85389.97,36,0.117,
9-100-17760-2,2867369,2023-01-25,CRÉDITO,INACTIVA,75815.71,12,0.077,
4-107-72801-9,4417247,2022-11-04,CRÉDITO,INACTIVA,17603.3,24,0.039,
9-105-33837-7,4911933,2014-08-13,APORTE,INACTIVA,18042.66,12,0.108,
8-101-13246-5,2563047,2015-11-30,CRÉDITO,ACTIVA,88296.65,6,0.095,
4-106-88707-6,3395899,2019-05-14,CRÉDITO,INACTIVA,3505.36,0,0.071,
9-109-12482-9,5717339,2015-01-13,APORTE,ACTIVA,11981.98,6,0.034,
3-102-36222-5,2195068,2012-06-07,APORTE,CERRADA,29582.79,0,0.116,
3-107-12477-7,5689355,2000-01-02,CRÉDITO,INACTIVA,57949.17,24,0.019,
3-105-89943-8,5852786,2020-12-09,APORTE,ACTIVA,15300.28,24,0.097,
9-107-47065-3,3835237,2007-10-08,AHORRO,CERRADA,46626.51,12,0.102,
2-103-86645-8,4197987,2023-08-13,CRÉDITO,ACTIVA,25178.73,12,0.047,
6-101-36830-6,2896473,2001-09-03,CRÉDITO,ACTIVA,76185.08,12,0.079,
1-103-48960-8,5063381,2001-07-02,APORTE,ACTIVA,45693.27,0,0.096,
7-100-88321-8,4559840,2011-04-16,CRÉDITO,INACTIVA,6996.14,24,0.033,
8-103-37078-7,2305312,2015-11-13,APORTE,ACTIVA,23179.64,12,0.069,
2-109-82307-7,4224902,2018-09-05,APORTE,CERRADA,34309.95,24,0.116,
6-101-95691-4,5920790,2020-09-21,AHORRO,CERRADA,9813.76,24,0.036,
4-100-38762-9,3860795,2006-03-16,APORTE,INACTIVA,57680.45,36,0.074,
9-103-32731-5,3491758,2014-12-16,AHORRO,ACTIVA,35456.17,24,0.086,
7-104-96364-3,2692038,2007-08-15,APORTE,ACTIVA,64250.67,12,0.039,
2-100-50895-9,5464210,2021-11-29,CRÉDITO,CERRADA,22117.41,12,0.026,
5-106-97262-2,4037515,2021-08-01,AHORRO,INACTIVA,35578.85,24,0.065,
1-105-97402-7,5415108,2015-11-21,AHORRO,INACTIVA,49249.69,0,0.112,
7-109-55576-5,2876002,2004-10-20,AHORRO,CERRADA,41901.37,36,0.075,
8-107-60841-3,2964050,2005-06-21,APORTE,CERRADA,58535.68,0,0.088,
3-101-66629-2,2071683,2012-02-24,APORTE,ACTIVA,70573.27,6,0.076,
6-103-17048-1,5271532,2006-06-04,CRÉDITO,CERRADA,35489.92,6,0.026,
7-102-89548-2,5265170,2015-08-02,CRÉDITO,ACTIVA,69216.43,0,0.114,
4-104-96897-6,4366081,2005-09-23,AHORRO,CERRADA,39376.67,24,0.089,
5-109-31263-5,5650585,2001-08-09,CRÉDITO,CERRADA,22234.37,24,0.11,
9-102-78265-8,3846455,2017-05-27,AHORRO,CERRADA,72759.58,12,0.06,
9-100-49484-5,4566379,2006-11-18,CRÉDITO,INACTIVA,71313.41,24,0.082,
5-106-13900-2,4021593,2008-02-27,AHORRO,INACTIVA,84192.24,6,0.075,
9-100-56851-2,3607587,2021-09-13,APORTE,CERRADA,43481.45,12,0.083,
5-101-80918-4,2912309,2013-06-06,APORTE,ACTIVA,80339.59,12,0.076,
1-108-76595-8,3840149,2010-09-19,AHORRO,CERRADA,78672.52,36,0.048,
9-100-26693-5,5281034,2022-05-01,AHORRO,INACTIVA,20477.98,0,0.07,
5-105-81637-7,2151602,2018-12-29,AHORRO,ACTIVA,31169.94,12,0.112,
5-109-33643-9,3623928,2017-12-30,AHORRO,CERRADA,57707.78,0,0.064,
4-103-85726-8,2764690,2015-06-05,AHORRO,ACTIVA,75341.54,12,0.093,
7-103-12534-3,3505264,2005-09-10,AHORRO,INACTIVA,68962.75,36,0.099,
5-106-90978-8,3214529,2011-04-12,AHORRO,CERRADA,34524.51,24,0.017,
1-105-47312-9,5915874,2015-01-15,CRÉDITO,CERRADA,22219.62,12,0.029,
1-103-73030-3,2146733,2016-10-23,AHORRO,CERRADA,4505.41,0,0.074,
6-105-58636-6,5100091,2018-09-13,CRÉDITO,INACTIVA,64367.4,12,0.039,
9-105-88430-1,2724510,2020-08-08,CRÉDITO,INACTIVA,4361.12,36,0.115,
2-109-33362-6,4415577,2019-04-08,CRÉDITO,CERRADA,66235.03,24,0.105,
5-103-77150-6,4859538,2001-11-25,APORTE,ACTIVA,44366.8,0,0.014,
4-107-47432-9,3935033,2009-02-19,CRÉDITO,INACTIVA,46607.74,36,0.011,
9-109-39458-6,4417383,2020-01-16,CRÉDITO,CERRADA,55790.64,12,0.025,
8-109-55586-7,2030379,2013-04-30,CRÉDITO,INACTIVA,20920.52,24,0.054,
6-107-74046-1,4881720,2004-07-03,APORTE,INACTIVA,55816.69,12,0.074,
2-106-82678-3,2464416,2005-01-13,CRÉDITO,CERRADA,35122.65,24,0.06,
9-104-74703-2,4540540,2011-05-18,CRÉDITO,CERRADA,69635.81,12,0.073,
5-104-25441-2,5540786,2005-03-19,CRÉDITO,ACTIVA,88803.22,36,0.098,
3-107-56831-3,5598344,2007-09-25,APORTE,ACTIVA,74634.28,0,0.06,
6-101-92671-4,5280284,2008-06-14,CRÉDITO,INACTIVA,75602.56,0,0.109,
6-101-67320-2,5453185,2007-02-23,APORTE,INACTIVA,97811.77,12,0.072,
7-100-67661-3,3892219,2023-10-23,APORTE,CERRADA,62717.02,0,0.031,
9-103-17865-4,2417271,2011-08-27,APORTE,ACTIVA,98779.18,6,0.013,
9-102-33535-1,2322166,2006-05-14,AHORRO,INACTIVA,54442.52,12,0.035,
1-108-30658-2,4650664,2007-03-11,AHORRO,CERRADA,83717.83,12,0.043,
4-105-14738-9,3234294,2012-06-12,CRÉDITO,INACTIVA,24655.51,12,0.038,
4-107-59958-6,3495459,2008-11-04,AHORRO,ACTIVA,43003.75,12,0.064,
3-105-16246-3,2980832,2002-06-07,CRÉDITO,INACTIVA,50384.65,0,0.109,
7-103-77973-2,3083599,2015-07-10,CRÉDITO,INACTIVA,73557.55,0,0.034,
5-109-18500-9,5343609,2005-08-02,AHORRO,CERRADA,50379.65,6,0.116,
2-100-82224-2,3390853,2023-05-06,CRÉDITO,ACTIVA,80851.88,6,0.038,
6-102-98842-8,4321137,2010-10-26,AHORRO,CERRADA,19969.28,24,0.061,
9-106-69529-1,3514381,2004-11-03,CRÉDITO,INACTIVA,37770.62,24,0.112,
1-103-18581-3,3601591,2022-09-06,AHORRO,CERRADA,63225.75,6,0.016,
1-106-34819-4,5447996,2014-05-20,APORTE,CERRADA,45175.67,36,0.082,
9-101-48796-1,5979548,2017-03-02,AHORRO,INACTIVA,19040.67,24,0.096,
7-107-80683-8,5317538,2021-06-23,AHORRO,INACTIVA,14448.21,24,0.048,
8-104-22080-3,5588691,2014-05-03,APORTE,CERRADA,61095.84,36,0.028,
7-107-40736-2,4685557,2020-07-11,CRÉDITO,INACTIVA,25421.58,6,0.042,
7-105-75770-4,5727927,2001-11-21,AHORRO,INACTIVA,43288.55,24,0.095,
7-105-56168-3,3138969,2005-10-28,AHORRO,ACTIVA,92596.57,12,0.097,
6-101-93960-1,4563188,2008-01-30,CRÉDITO,CERRADA,94344.34,24,0.045,
7-101-71135-9,3069782,2001-05-18,CRÉDITO,CERRADA,25722.04,0,0.107,
5-108-58787-6,5905095,2000-08-15,AHORRO,CERRADA,91791.27,6,0.085,
8-109-19981-9,3414788,2011-08-23,CRÉDITO,INACTIVA,31957.61,0,0.011,
6-100-34149-7,2413606,2008-05-14,AHORRO,ACTIVA,14304.9,12,0.106,
7-106-69065-9,5872614,2021-03-08,AHORRO,CERRADA,45829.22,12,0.092,
5-104-58704-9,4315563,2003-09-19,CRÉDITO,ACTIVA,70318.6,24,0.043,
8-103-85774-8,2512093,2009-06-22,AHORRO,ACTIVA,77483.64,0,0.086,
6-106-20571-5,4372612,2007-01-16,APORTE,ACTIVA,89276.62,36,0.032,
6-103-36543-2,2970191,2011-11-17,CRÉDITO,ACTIVA,65569.41,12,0.118,
4-108-54739-7,4737485,2009-05-10,AHORRO,INACTIVA,59828.52,6,0.075,
1-107-34180-8,2238006,2019-05-02,APORTE,INACTIVA,11891.47,36,0.104,
6-100-10384-8,5190122,2001-03-26,CRÉDITO,INACTIVA,46156.79,12,0.053,
1-104-22234-7,3438498,2006-11-30,CRÉDITO,CERRADA,77558.17,12,0.07,
9-102-52759-3,2849425,2009-10-27,CRÉDITO,CERRADA,92823.94,12,0.049,
5-102-96337-2,3980068,2012-01-31,CRÉDITO,CERRADA,71200.23,36,0.085,
3-109-19296-6,5410885,2007-01-16,CRÉDITO,CERRADA,12565.38,0,0.027,
6-108-35155-7,4266540,2010-10-03,APORTE,INACTIVA,48536.95,36,0.118,
8-104-37862-9,2158775,2012-12-03,CRÉDITO,CERRADA,66661.9,36,0.109,
2-104-44037-3,2279033,2006-02-26,CRÉDITO,CERRADA,98981.55,36,0.048,
7-104-85784-1,5246623,2021-11-10,CRÉDITO,CERRADA,67302.13,24,0.041,
2-101-39258-8,2985242,2013-06-26,CRÉDITO,ACTIVA,20229.83,6,0.078,
1-103-26853-7,4858426,2017-03-28,CRÉDITO,INACTIVA,47290.73,6,0.041,
2-105-66086-2,3022465,2008-05-15,APORTE,INACTIVA,84153.7,24,0.058,
5-100-11529-9,5355216,2010-03-05,APORTE,INACTIVA,74040.06,24,0.019,
4-102-54924-9,3737080,2000-05-13,AHORRO,INACTIVA,60136.93,36,0.024,
5-105-56674-6,2411756,2014-07-09,CRÉDITO,CERRADA,50559.58,24,0.098,
7-109-71064-5,3783300,2019-03-09,APORTE,CERRADA,74478.32,6,0.028,
9-101-12326-7,2772269,2008-09-03,AHORRO,ACTIVA,30910.49,12,0.086,
5-100-36332-5,4668008,2014-06-04,CRÉDITO,ACTIVA,51355.12,24,0.07,
7-102-54518-6,3644935,2000-11-15,APORTE,INACTIVA,21386.25,12,0.045,
7-102-28303-3,2919661,2000-01-04,AHORRO,INACTIVA,45750.95,0,0.112,
6-104-34903-7,5412267,2015-09-24,APORTE,CERRADA,66479.18,12,0.027,
8-108-43397-9,4172966,2000-11-22,AHORRO,INACTIVA,89523.64,6,0.059,
9-108-56817-5,5123364,2007-04-20,CRÉDITO,INACTIVA,58501.1,12,0.117,
6-108-41672-1,3110159,2010-03-31,CRÉDITO,INACTIVA,34744.94,36,0.033,
6-100-32910-8,3026484,2019-09-16,AHORRO,ACTIVA,11874.25,0,0.04,
1-102-94296-1,4514207,2023-11-04,APORTE,INACTIVA,60146.71,6,0.111,
2-102-36976-4,3257967,2008-05-23,APORTE,ACTIVA,55135.44,24,0.068,
8-102-22445-4,3438097,2001-11-20,CRÉDITO,INACTIVA,75907.64,6,0.06,
9-108-15347-1,5916611,2006-12-03,CRÉDITO,ACTIVA,72506.05,12,0.025,
9-102-32475-2,5928290,2004-09-26,CRÉDITO,ACTIVA,5695.2,36,0.06,
7-109-39100-4,3326108,2011-01-29,AHORRO,CERRADA,78188.88,0,0.105,
8-102-14700-2,4231153,2010-05-01,AHORRO,ACTIVA,29965.87,24,0.015,
8-105-41588-2,4513230,2017-01-16,CRÉDITO,CERRADA,6724.25,36,0.065,
7-106-58055-6,3732661,2013-10-20,AHORRO,CERRADA,47933.85,24,0.033,
1-100-12319-9,3854161,2022-04-11,AHORRO,INACTIVA,9041.71,36,0.048,
5-109-80388-8,5889492,2002-07-01,APORTE,ACTIVA,14568.32,24,0.117,
5-100-72545-9,4587979,2001-12-25,CRÉDITO,ACTIVA,26959.27,0,0.065,
6-106-12375-6,3224946,2008-06-15,APORTE,ACTIVA,66903.59,6,0.073,
6-103-69207-5,4477954,2014-06-05,CRÉDITO,INACTIVA,27363.33,12,0.03,
9-105-26541-1,4903932,2014-06-21,APORTE,INACTIVA,40046.62,24,0.101,
7-100-32837-8,4726917,2022-11-01,AHORRO,ACTIVA,77836.77,24,0.05,
1-107-95304-8,5794610,2009-05-26,AHORRO,ACTIVA,34264.76,0,0.039,
9-102-65145-7,5720550,2020-06-19,APORTE,CERRADA,10357.75,6,0.083,
6-109-72212-9,3208519,2019-11-10,APORTE,INACTIVA,13764.72,0,0.091,
6-105-58856-5,5620236,2013-07-31,AHORRO,CERRADA,7731.72,12,0.029,
9-105-81450-6,3519700,2017-05-17,CRÉDITO,CERRADA,17670.87,24,0.087,
9-104-96329-7,4607914,2007-01-10,AHORRO,INACTIVA,57821.97,36,0.055,
4-109-30828-1,2063027,2003-10-01,CRÉDITO,ACTIVA,7721.73,36,0.025,
3-105-22788-8,5436298,2003-03-31,CRÉDITO,ACTIVA,35903.06,0,0.102,
5-101-49132-6,4766165,2021-09-21,APORTE,CERRADA,71091.19,12,0.017,
2-104-90867-3,2744757,2010-10-05,CRÉDITO,CERRADA,63383.17,36,0.021,
9-104-56964-1,4972593,2010-10-24,APORTE,INACTIVA,37549.97,6,0.097,
8-104-18438-9,3391637,2002-10-24,CRÉDITO,INACTIVA,10061.31,36,0.106,
6-102-63612-1,4238261,2021-05-04,CRÉDITO,INACTIVA,51025.64,24,0.11,
1-109-64528-2,3451902,2011-05-31,CRÉDITO,INACTIVA,21021.51,12,0.114,
9-109-45726-3,2216085,2009-01-21,APORTE,ACTIVA,2758.35,6,0.019,
3-109-36673-5,4963573,2007-02-04,APORTE,INACTIVA,2611.37,36,0.035,
8-101-56867-1,4733968,2003-05-13,AHORRO,INACTIVA,60518.92,0,0.01,
1-107-91411-6,4029474,2000-12-07,CRÉDITO,INACTIVA,92363.53,24,0.04,
8-101-86538-8,5914596,2006-07-10,CRÉDITO,CERRADA,19146.2,12,0.033,
4-105-41468-6,5609877,2014-02-14,CRÉDITO,ACTIVA,43524.97,36,0.062,
2-104-88027-7,2970272,2015-05-31,AHORRO,CERRADA,95448.93,0,0.057,
7-103-44579-3,5423567,2010-05-12,APORTE,ACTIVA,84166.58,6,0.017,
2-105-75847-5,4935134,2019-10-06,APORTE,ACTIVA,70342.92,24,0.029,
5-109-47208-4,4033425,2019-06-08,AHORRO,INACTIVA,40478.62,0,0.114,
6-101-27498-8,5147048,2020-02-05,APORTE,CERRADA,17008.95,36,0.058,
2-104-28943-1,4984644,2003-10-05,CRÉDITO,ACTIVA,58520.94,6,0.011,
7-101-74183-2,4435844,2002-01-04,CRÉDITO,ACTIVA,55075.04,12,0.119,
4-107-59188-2,2107960,2000-07-27,CRÉDITO,CERRADA,70621.52,24,0.088,
2-103-84459-5,3703672,2014-08-01,CRÉDITO,INACTIVA,83018.05,0,0.069,
6-106-19249-9,3796267,2012-04-12,AHORRO,INACTIVA,92697.37,36,0.086,
4-106-70366-8,2897077,2020-02-18,AHORRO,ACTIVA,6176.62,36,0.069,
8-103-65925-6,4375350,2011-07-15,AHORRO,INACTIVA,30144.6,12,0.011,
7-107-19734-7,5078649,2023-04-07,CRÉDITO,ACTIVA,93134.28,12,0.017,
8-104-38778-3,2870701,2020-04-12,APORTE,ACTIVA,84610.1,12,0.07,
8-108-71420-9,4533690,2002-09-22,AHORRO,ACTIVA,66039.77,6,0.119,
8-104-10776-8,2394665,2017-04-23,APORTE,INACTIVA,72973.07,0,0.107,
9-109-77366-5,5588568,2010-10-24,AHORRO,INACTIVA,85318.2,24,0.035,
8-109-24403-6,3323899,2001-05-01,APORTE,ACTIVA,58218.69,0,0.01,
7-101-87634-5,5008689,2015-05-15,CRÉDITO,INACTIVA,9453.93,36,0.08,
1-100-13120-2,2988607,2015-04-13,APORTE,INACTIVA,9464.91,36,0.051,
5-103-36531-9,4096917,2023-05-19,CRÉDITO,INACTIVA,1999.38,6,0.09,
2-102-89728-9,5657798,2016-01-03,CRÉDITO,INACTIVA,21008.39,36,0.021,
1-103-70678-2,3594509,2005-05-06,CRÉDITO,ACTIVA,56173.84,36,0.049,
8-105-24413-2,3982091,2013-08-21,AHORRO,CERRADA,21714.16,36,0.096,
6-107-32749-2,3023518,2008-08-11,APORTE,CERRADA,42190.32,12,0.058,
2-103-14554-6,3525822,2015-08-10,APORTE,INACTIVA,58803.27,36,0.099,
3-100-45299-2,3284389,2022-01-04,AHORRO,CERRADA,96301.47,6,0.061,
4-105-19390-5,4448562,2017-07-31,CRÉDITO,INACTIVA,80335.8,24,0.112,
8-101-24104-4,5727888,2007-05-13,AHORRO,CERRADA,98945.74,12,0.1,
6-106-70718-7,5888216,2006-03-11,AHORRO,CERRADA,25606.51,12,0.071,
4-101-48783-2,2968183,2015-06-21,AHORRO,ACTIVA,70518.38,24,0.013,
4-109-39763-5,2059237,2004-03-29,APORTE,INACTIVA,94343.55,36,0.019,
2-102-93344-1,5201261,2009-02-07,APORTE,CERRADA,79338.69,24,0.059,
7-106-65621-3,4546548,2004-07-03,CRÉDITO,INACTIVA,6880.09,24,0.058,
7-104-58744-7,2035493,2013-03-09,AHORRO,ACTIVA,77948.84,0,0.033,
6-109-36973-8,5260743,2012-12-08,APORTE,INACTIVA,22429.16,24,0.117,
3-107-43939-7,2252825,2003-02-15,AHORRO,INACTIVA,49607.2,12,0.028,
6-105-17557-7,5363223,2003-07-18,APORTE,CERRADA,65575.22,36,0.117,
6-109-45692-5,4552234,2001-08-14,AHORRO,INACTIVA,79396.38,6,0.081,
7-108-31232-4,4505465,2017-11-07,AHORRO,ACTIVA,24434.47,24,0.059,
2-106-15922-3,5272356,2012-12-05,APORTE,CERRADA,60868.04,0,0.053,
9-103-32025-8,3977044,2009-10-23,CRÉDITO,CERRADA,85510.82,36,0.051,
6-109-39849-8,5821270,2010-05-12,AHORRO,CERRADA,67856.79,6,0.057,
6-104-75100-5,5365917,2004-03-30,AHORRO,INACTIVA,39895.28,6,0.01,
4-107-54190-8,3988526,2006-02-06,CRÉDITO,ACTIVA,51048.91,0,0.083,
2-104-90877-2,5960596,2017-12-06,APORTE,ACTIVA,800.03,12,0.029,
4-108-88063-4,3906410,2009-03-02,AHORRO,CERRADA,86073.89,0,0.037,
1-109-33641-4,2178885,2013-12-04,APORTE,ACTIVA,22234.22,0,0.019,
4-106-19735-8,5516882,2001-06-25,AHORRO,INACTIVA,33944.72,12,0.09,
1-109-80723-9,4440775,2009-10-27,AHORRO,CERRADA,33980.2,12,0.087,
8-105-28255-5,3548352,2011-09-04,CRÉDITO,ACTIVA,41050.25,12,0.017,
9-100-53050-6,2216329,2009-10-26,APORTE,INACTIVA,88143.42,12,0.109,
4-105-10121-7,2555246,2001-03-17,AHORRO,CERRADA,2993.28,0,0.065,
5-104-59149-4,4239110,2007-07-14,AHORRO,INACTIVA,73386.31,24,0.09,
8-100-85721-5,4378803,2017-12-24,AHORRO,ACTIVA,7946.31,36,0.114,
3-102-43328-2,2789557,2014-05-01,CRÉDITO,INACTIVA,64565.86,6,0.065,
2-106-73296-9,5643960,2004-10-17,AHORRO,ACTIVA,53051.8,0,0.068,
9-105-31656-4,5291920,2000-07-07,APORTE,CERRADA,49106.92,6,0.108,
4-107-89734-1,3120616,2014-02-09,CRÉDITO,INACTIVA,24647.76,12,0.063,
1-103-86223-7,4575242,2003-08-14,APORTE,INACTIVA,71017.11,36,0.062,
8-105-13822-3,3688866,2021-07-05,AHORRO,INACTIVA,66611.85,36,0.101,
8-101-96220-5,2624035,2008-07-22,APORTE,CERRADA,84529.45,24,0.054,
3-108-97852-9,4014008,2004-08-15,APORTE,CERRADA,29687.77,6,0.091,
6-106-42244-7,5765454,2021-05-27,AHORRO,INACTIVA,44304.1,6,0.028,
3-103-45479-2,4985649,2018-04-27,APORTE,INACTIVA,28147.41,6,0.085,
1-105-79535-2,3248796,2006-10-18,CRÉDITO,ACTIVA,13905.64,12,0.076,
1-107-43189-1,3361742,2011-08-25,APORTE,INACTIVA,24897.29,24,0.118,
2-109-21323-3,3734127,2017-03-01,CRÉDITO,ACTIVA,99377.23,36,0.054,
7-102-62471-5,3748543,2010-05-09,APORTE,ACTIVA,59307.05,36,0.089,
3-108-57451-1,2068189,2022-10-31,APORTE,CERRADA,38585.52,24,0.026,
6-108-47252-1,2292950,2004-04-28,APORTE,INACTIVA,79179.5,36,0.021,
3-105-11553-7,3830266,2016-05-08,CRÉDITO,INACTIVA,9855.27,6,0.043,
4-104-27130-2,2470639,2023-03-30,AHORRO,ACTIVA,65246.98,6,0.1,
7-105-37887-3,3899266,2002-10-08,APORTE,CERRADA,61705.87,6,0.037,
4-109-77751-7,3856589,2006-10-17,APORTE,INACTIVA,16092.46,24,0.115,
9-100-84311-6,3523568,2013-10-03,APORTE,CERRADA,28852.3,12,0.049,
1-106-25373-8,3706535,2000-09-01,CRÉDITO,CERRADA,47662.61,24,0.109,
1-103-99180-7,3577888,2015-09-12,APORTE,CERRADA,97184.79,0,0.113,
9-103-22448-5,5913518,2020-03-27,APORTE,CERRADA,67365.75,24,0.066,
8-104-33876-5,4848382,2005-12-07,AHORRO,INACTIVA,19448.42,24,0.111,
6-104-96736-3,4005231,2019-12-30,AHORRO,ACTIVA,38307.65,24,0.097,
5-103-12835-8,3372175,2019-09-25,APORTE,CERRADA,83393.07,36,0.081,
2-103-72088-2,2832118,2010-03-10,AHORRO,ACTIVA,40115.91,36,0.113,
1-104-78820-6,2475471,2022-10-06,AHORRO,INACTIVA,13002.79,6,0.089,
7-103-34403-9,4725010,2005-02-18,APORTE,CERRADA,77679.44,0,0.085,
1-102-39016-8,3820833,2011-03-25,APORTE,INACTIVA,24885.76,12,0.096,
3-100-77434-3,2888316,2019-01-30,AHORRO,CERRADA,75906.56,12,0.016,
4-103-27065-6,5980777,2012-09-10,AHORRO,ACTIVA,68912.05,12,0.111,
4-103-91386-2,4049494,2007-09-20,CRÉDITO,ACTIVA,71621.72,12,0.105,
9-104-16630-1,4455125,2003-11-10,APORTE,INACTIVA,84849.89,0,0.075,
4-107-24804-5,5295986,2010-06-18,APORTE,CERRADA,71431.11,36,0.076,
1-102-44800-3,2949350,2009-06-26,AHORRO,CERRADA,86477.18,6,0.096,
